Brand ,CUDA Cores ,Chipset Manufacturer ,Cooler ,DVI ,Date First Available ,DirectX ,DisplayPort ,Dual-Link DVI Supported ,GPU ,GPU Series ,HDMI ,Height (mm),Interface ,Length (mm),Max Resolution ,Memory Interface ,Memory Size ,Memory Type ,Model ,OpenGL ,SLI Support ,Slot Width ,base model name,boost clock (MHz),core clock (MHz),memory clock (MHz),number of reviews,price,product_name,rating
ASUS,1280,NVIDIA,Phoenix Fan,1 x Dual-link DVI-D,12-Sep-20,NONE,2 x DisplayPort 1.4,Yes,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0b,120.904,PCI Express 3.0,182.88,7680 x 4320,192-Bit,6GB,GDDR5,PH-GTX1060-6G,OpenGL 4.5,No,Dual Slot,GTX 1060,1708,1506,8008,0,453.99,ASUS Phoenix GeForce GTX 1060 PH-GTX1060-6G 6GB 192-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,4
ASUS,1280,NVIDIA,NONE,DVI-D,18-Dec-19,DirectX 12,2 x DisplayPort,NONE,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0,0,PCI Express 3.0 x16,0,7680 x 4320,192-Bit,6GB,GDDR5,90YV09Q0-M0NA00,OpenGL 4.5,NONE,NONE,GTX 1060,1873,1645,0,0,489,ASUS ROG STRIX-GTX1060-O6G-GAMING graphics card - GF GTX 1060 - 6 GB - 90YV09Q0-M0NA00,
ASUS,1920,NVIDIA,Triple Fans,1 x DVI-D,22-Oct-20,NONE,2 x DisplayPort 1.4,NONE,GeForce GTX 1070,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0,134.112,PCI Express 3.0,297.942,7680 x 4320,256-Bit,8GB,GDDR5,STRIX-GTX1070-O8G-GAMING,OpenGL 4.5,NONE,Dual Slot,GTX 1070,1860,1657,8008,291,609.99,ASUS ROG GeForce GTX 1070 STRIX-GTX1070-O8G-GAMING 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card with RGB Lighting,4
ASUS,2432,NVIDIA,Triple Fans,1 x DVI-D,26-Oct-20,NONE,2 x DisplayPort,NONE,GeForce GTX 1070 Ti,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0,134.112,PCI Express 3.0,297.942,7680 x 4320,256-Bit,8GB,GDDR5,ROG-STRIX-GTX1070TI-A8G-GAMING,OpenGL 4.5,SLI Ready,2.5-slot,GTX 1070,1759,1683,8008,292,449.99,ASUS ROG GeForce GTX 1070 Ti ROG-STRIX-GTX1070TI-A8G-GAMING 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,4
ASUS,NONE,NVIDIA,Double Fans,NONE,4-Sep-19,NONE,NONE,NONE,GeForce GTX 1070,NVIDIA GeForce GTX 10 Series,NONE,0,PCI Express 3.0 x16,0,NONE,NONE,8GB,NONE,DUAL-GTX1070-O8G,NONE,NONE,NONE,GTX 1070,0,0,0,1,318.99,ASUS GTX 1070 8GB Dual OC Video Card DUAL-GTX1070-O8G Nvidia GPU Graphics Card,5
ASUS,1920,NVIDIA,Triple Fans,1 x Dual-link DVI-D,9-Nov-18,NONE,2 x DisplayPort 1.4,Yes,GeForce GTX 1070,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0,134.112,PCI Express 3.0,297.942,7680 x 4320,256-Bit,8GB,GDDR5,STRIX-GTX1070-8G-GAMING,OpenGL 4.5,NONE,Dual Slot,GTX 1070,1721,1531,8000,67,620,ASUS GeForce GTX 1070 STRIX-GTX1070-8G-GAMING 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,5
ASUS,1920,NVIDIA,Single Fan,1 x Native DVI-D,24-Jun-19,NONE,2 x DisplayPort 1.4,NONE,GeForce GTX 1070,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0b,111.252,PCI Express 3.0,266.7,7680 x 4320,256-Bit,8GB,GDDR5,TURBO-GTX1070-8G,OpenGL 4.5,SLI Ready,Dual Slot,GTX 1070,1683,1506,8008,28,599,ASUS Turbo GeForce GTX 1070 TURBO-GTX1070-8G 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,4
ASUS,2432,NVIDIA,Double Fans,1 x DL-DVI-D,13-May-19,NONE,2 x DisplayPort 1.4,Yes,GeForce GTX 1070 Ti,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0,120.904,PCI Express 3.0,270.002,7680 x 4320,256-Bit,8GB,GDDR5,CERBERUS-GTX1070TI-A8G-GAMING,OpenGL 4.5,NONE,2.5-slot,GTX 1070,1746,1670,8008,23,670,ASUS Cerberus GeForce GTX 1070 Ti CERBERUS-GTX1070TI-A8G-GAMING 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,4
ASUS,2432,NVIDIA,Single Fan,1 x Native DVI-D,9-Apr-19,NONE,2 x DisplayPort,NONE,GeForce GTX 1070 Ti,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0,111.252,PCI Express 3.0,266.954,7680 x 4320,256-Bit,8GB,GDDR5,TURBO-GTX1070TI-8G,OpenGL 4.5,SLI Ready,Dual Slot,GTX 1070,1721,1645,8008,19,670,ASUS Turbo GeForce GTX 1070 Ti TURBO-GTX1070TI-8G 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,4
ASUS,1920,NVIDIA,Double Fans,1 x DVI-D,13-Apr-20,DirectX 12,2 x DisplayPort 1.4,NONE,GeForce GTX 1070,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0b,129.032,PCI Express 3.0,240.03,7680 x 4320,256-Bit,8GB,GDDR5,DUAL-GTX1070-O8G,OpenGL 4.5,SLI Ready,2.1 slots,GTX 1070,1797,1607,8008,66,610,ASUS Dual GeForce GTX 1070 DirectX 12 DUAL-GTX1070-O8G 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,4
ASUS,1920,NVIDIA,NONE,1 x Dual-link DVI-D,29-Dec-18,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 1070 FE,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0,111.252,PCI Express 3.0 x16,266.7,7680 x 4320,256-Bit,8GB,GDDR5,GTX1070-8G,OpenGL 4.5,NONE,Dual Slot,GTX 1070,1683,1506,0,15,620,"ASUS GeForce GTX 1070 Founders Edition, GTX1070-8G",4
ASUS,1920,NVIDIA,NONE,DVI-D (dual link),18-Jun-19,DirectX 12,2 x DisplayPort,NONE,GeForce GTX 1070,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0,0,PCI Express 3.0 x16,0,7680 x 4320,256-Bit,8GB,GDDR5,90YV09T4-M0NA00,OpenGL 4.5,NONE,NONE,GTX 1070,1721,1531,0,0,620,ASUS DUAL-GTX1070-8G graphics card - GF GTX 1070 - 8 GB - 90YV09T4-M0NA00,
ASUS,2432,NVIDIA,Double Fans,1 x DL-DVI-D,12-Jul-20,NONE,2 x DisplayPort 1.4,NONE,GeForce GTX 1070 Ti,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0,120.904,PCI Express 3.0,270.002,7680 x 4320,256-Bit,8GB,GDDR5,CERBERUS-GTX1070TI-A8G-GAMING,OpenGL 4.5,NONE,2.5-slot,GTX 1070,0,1670,8008,0,419.99,ASUS Cerberus GeForce GTX 1070 Ti CERBERUS-GTX1070TI-A8G-GAMING 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,
ASUS,2432,NVIDIA,Triple Fans,1 x DVI-D,17-Jul-20,NONE,2 x DisplayPort,NONE,GeForce GTX 1070 Ti,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0b,134.112,PCI Express 3.0,297.942,7680 x 4320,256-Bit,8GB,GDDR5,ROG-STRIX-GTX1070TI-A8G-GAMING,OpenGL 4.5,SLI Ready,Triple Slot,GTX 1070,1759,1683,8008,0,429.99,ASUS ROG GeForce GTX 1070 Ti ROG-STRIX-GTX1070TI-A8G-GAMING 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,
ASUS,1920,NVIDIA,NONE,DVI-D (dual link),18-Jun-19,DirectX 12,2 x DisplayPort,NONE,GeForce GTX 1070,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0,0,PCI Express 3.0 x16,0,7680 x 4320,256-Bit,8GB,GDDR5,90YV09T1-M0NA00,OpenGL 4.5,NONE,NONE,GTX 1070,1771,1582,0,0,620,ASUS GeForce GTX 1070 DirectX 12 90YV09T1-M0NA00 8GB 256-Bit GDDR5 PCI Express 3.0 x16 Video Card,
ASUS,NONE,NONE,NONE,NONE,16-May-19,NONE,NONE,NONE,GeForce GTX 1070 Ti,NONE,NONE,0,NONE,0,NONE,NONE,8GB,GDDR5,NONE,NONE,NONE,NONE,GTX 1070,0,0,0,0,670,ASUS Cerberus GTX 1070 Ti 8GB GDDR5 Graphics Card (90YV0BJ1-M0NA00),
ASUS,1920,NVIDIA,NONE,1 x DVI,9-Nov-18,DirectX 12,2 x DisplayPort,NONE,GeForce GTX 1070,NVIDIA GeForce GTX 10 Series,2 x HDMI,0,PCI Express 3.0 x16,0,7680 x 4320,256-Bit,8GB,GDDR5,90YV09N0-M0NA00,OpenGL 4.5,NONE,NONE,GTX 1070,1860,1657,0,0,620,"ASUS GeForce GTX 1070 8GB Strix OC Gaming, 90YV09N0-M0NA00",
ASUS,NONE,NVIDIA,Triple Fans,1 x DVI-D,7-Oct-20,NONE,2 x DisplayPort,NONE,GeForce GTX 1070 Ti,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0,0,PCI Express 3.0,0,NONE,256-Bit,8GB,GDDR5,STRIX-GTX1070TI-8G-GAMING,OpenGL 4.5,NONE,2.5-slot,GTX 1070,1721,0,0,0,389.99,ASUS ROG GeForce GTX 1070 Ti STRIX-GTX1070TI-8G-GAMING 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,2
ASUS,NONE,NVIDIA,NONE,NONE,6-Nov-18,NONE,NONE,NONE,GeForce GTX 1070,NVIDIA GeForce GTX 10 Series,NONE,0,NONE,0,NONE,NONE,NONE,NONE,Geforce Gtx 1070,NONE,NONE,NONE,GTX 1070,0,0,0,0,410,ASUS GeForce GTX 1070 Geforce Gtx 1070 Video Card,
ASUS,1920,NVIDIA,Single Fan,1 x DVI,17-Oct-19,NONE,2 x DisplayPort 1.4,NONE,GeForce GTX 1070,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0b,111.252,PCI Express 3.0 x16,266.7,7680 x 4320,256-Bit,8GB,GDDR5,TURBO-GTX1070-8G,OpenGL 4.5,SLI Ready,Dual Slot,GTX 1070,1683,1506,8008,0,449,ASUS Turbo GeForce GTX 1070 TURBO-GTX1070-8G 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,
ASUS,2560,NVIDIA,Triple Fans,1 x Native DVI-D,11/9/2018,NONE,2 x Native DisplayPort 1.4,NONE,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,2 x Native HDMI 2.0,134.112,PCI Express 3.0,297.942,7680 x 4320,256-Bit,8GB,GDDR5X,STRIX-GTX1080-A8G-GAMING,OpenGL 4.5,NONE,Dual Slot,GTX 1080,1835,1695,10010,140,799,ASUS ROG GeForce GTX 1080 STRIX-GTX1080-A8G-GAMING 8GB 256-Bit GDDR5X PCI Express 3.0 HDCP Ready Video Card,4
ASUS,3584,NVIDIA,Single Fan,NONE,11/9/2018,DirectX 12,2 x DisplayPort 1.4,NONE,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0,111.252,PCI Express 3.0,266.7,7680 x 4320,352-Bit,11GB,GDDR5X,TURBO-GTX1080TI-11G,OpenGL 4.5,SLI Ready,Dual Slot,GTX 1080,1582,1480,11010,20,"1,029.00",ASUS GeForce GTX 1080 Ti DirectX 12 TURBO-GTX1080TI-11G 11GB 352-Bit GDDR5X PCI Express 3.0 HDCP Ready SLI Support Video Card,4
ASUS,2560,NVIDIA,Triple Fans,1 x Dual-link DVI-D,11/9/2018,NONE,2 x DisplayPort 1.4,NONE,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0,134.112,PCI Express 3.0,297.942,NONE,256-Bit,8GB,GDDR5X,STRIX-GTX1080-8G-GAMING,OpenGL 4.5,NONE,Dual Slot,GTX 1080,1733,1607,10000,63,799,ASUS GeForce GTX 1080 STRIX-GTX1080-8G-GAMING 8GB 256-Bit GDDR5X PCI Express 3.0 Video Card,4
ASUS,3584,NVIDIA,Single Fan,NONE,11/9/2018,DirectX 12,3 x DisplayPort,NONE,GeForce GTX 1080 Ti FE,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0,111.252,PCI Express 3.0,266.7,7680 x 4320,352-Bit,11GB,GDDR5X,GTX1080TI-FE,OpenGL 4.5,SLI Ready,Dual Slot,GTX 1080,1582,1480,11010,19,"1,029.00",ASUS GeForce GTX 1080 TI 11GB GDDR5X Founders Edition VR Ready 5K HD Gaming HDMI DisplayPort PCIe Graphics Card (GTX1080TI-FE),4
ASUS,3584,NVIDIA,Triple Fans,1 x DVI-D,10/26/2020,DirectX 12,2 x DisplayPort 1.4,NONE,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0,134.112,PCI Express 3.0,297.942,7680 x 4320,352-Bit,11GB,GDDR5X,STRIX-GTX1080TI-O11G-GAMING,OpenGL 4.5,NONE,2.5-slot,GTX 1080,1708,1594,11100,291,"1,050.00",ASUS ROG GeForce GTX 1080 Ti DirectX 12 STRIX-GTX1080TI-O11G-GAMING 11GB 352-Bit GDDR5X PCI Express 3.0 HDCP Ready Video Card,4
ASUS,3584,NVIDIA,Triple Fans,1 x DVI,11/21/2019,DirectX 12,2 x DisplayPort 1.4,NONE,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0,134.112,PCI Express 3.0 x16,297.942,7680 x 4320,352-Bit,11GB,GDDR5X,ROG-STRIX-GTX1080TI-11G-GAMING,NONE,SLI Ready,Dual Slot,GTX 1080,1632,1518,11100,29,745,ASUS ROG GeForce GTX 1080 Ti DirectX 12 ROG-STRIX-GTX1080TI-11G-GAMING 11GB 352-Bit GDDR5X HDCP Ready SLI Support Video Card,
ASUS,3584,NVIDIA,Triple Fans,1 x Dual-Link DVI-D,11/9/2018,DirectX 12,2 x DisplayPort 1.4,NONE,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0,134.112,NONE,297.942,7680 x 4320,352-Bit,11GB,GDDR5X,STRIX-GTX1080TI-11G-GAMING,NONE,SLI Ready,Dual Slot,GTX 1080,1632,1518,11100,71,"1,050.00",ASUS ROG GeForce GTX 1080 Ti DirectX 12 STRIX-GTX1080TI-11G-GAMING 11GB 352-Bit GDDR5X HDCP Ready SLI Support Video Card,4
ASUS,2560,NVIDIA,Single Fan,1 x DVI-D,1/25/2019,NONE,2 x DisplayPort 1.4,NONE,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0,110.998,PCI Express 3.0,266.7,7680 x 4320,256-Bit,8GB,GDDR5X,TURBO-GTX1080-8G,OpenGL 4.5,SLI Ready,Dual Slot,GTX 1080,1733,1607,10010,32,799,ASUS GeForce GTX 1080 TURBO-GTX1080-8G 8GB 256-Bit GDDR5X PCI Express 3.0 HDCP Ready SLI Support Video Card,4
ASUS,2560,NVIDIA,Blower,1 x Dual-link DVI-D,1/21/2019,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1080 FE,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0,111.252,PCI Express 3.0,266.7,7680 x 4320,256-Bit,8GB,GDDR5X,GTX1080-8G,OpenGL 4.5,SLI Ready,Dual Slot,GTX 1080,1733,1607,10000,671,,ASUS GeForce GTX 1080 FE DirectX 12 GTX1080-8G 8GB 256-Bit GDDR5X PCI Express 3.0 HDCP Ready SLI Support Video Card Founders Edition,5
ASUS,2560,NVIDIA,Triple Fans,1 x DVI-D,11/9/2018,DirectX 12,2 x DisplayPort,Yes,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0,134.112,PCI Express 3.0,297.942,7680 x 4320,256-Bit,8GB,GDDR5X,STRIX-GTX1080-O8G-GAMING,OpenGL 4.5,2-Way SLI,Dual Slot,GTX 1080,1936,1784,10000,84,835,ASUS ROG GeForce GTX 1080 DirectX 12 STRIX-GTX1080-O8G-GAMING 8GB 256-Bit GDDR5X PCI Express 3.0 HDCP Ready SLI Support Video Card,4
ASUS,2560,NVIDIA,Triple Fans,1 x DVI-D,11/9/2018,NONE,2 x DisplayPort 1.4,Yes,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0,134.112,PCI Express 3.0,297.942,7680 x 4320,256-Bit,8GB,GDDR5X,STRIX-GTX1080-O8G-11GBPS,OpenGL 4.5,NONE,2.5-Slot,GTX 1080,1860,1721,11100,21,799,ASUS ROG Strix GeForce GTX 1080 8GB 11Gbps OC Edition VR Ready HDMI DP DVI Gaming Graphics Card (ROG-STRIX-GTX1080-O8G-11GPBS),4
ASUS,NONE,NONE,NONE,NONE,11/5/2018,NONE,NONE,NONE,NONE,NONE,NONE,0,NONE,0,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GTX 1080,0,0,0,0,"1,125.00",ASUS ROG STRIX GeForce GTX 1080 Ti 11GB GDDR5X PCI-E 3.0 Graphics Card,
ASUS,NONE,NONE,NONE,NONE,11/9/2018,NONE,NONE,NONE,NONE,NONE,NONE,0,NONE,0,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GTX 1080,0,0,0,0,"1,029.00",ASUS Tubro GeForce GTX 1080 Ti 11GB GDDR5X PCI-E 3.0 Graphics Card,
ASUS,NONE,NVIDIA,NONE,NONE,11/9/2018,NONE,Yes,NONE,GTX 1080 Ti,NONE,Yes,0,NONE,0,NONE,352-Bit,11GB,GDDR5X,NONE,OpenGL,NONE,NONE,GTX 1080,1,1,0,0,"1,029.00",Asus TURBO-GTX1080TI-11G GeForce GTX 1080 Ti Graphic Card - 1.48 GHz Core - 1.58 GHz Boost Clock - 11 GB GDDR5X - Dual Slot Space Required,
ASUS,NONE,NONE,Triple Fans,NONE,11/9/2018,NONE,NONE,NONE,NONE,NONE,NONE,0,NONE,0,NONE,NONE,11GB,NONE,NONE,NONE,NONE,NONE,GTX 1080,1632,0,0,0,"1,050.00",Asus NVIDIA ROG Strix GeForce GTX 1080 TI Gaming 11GB GDDR5X DVI 2HDMI 2DisplayPort PCI Express Video Card,
ASUS,2560,NVIDIA,Triple Fans,1 x DVI-D,11/9/2018,NONE,2 x DisplayPort,Yes,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0,134.112,PCI Express 3.0,297.942,7680 x 4320,256-Bit,8GB,GDDR5X,ROG STRIX-GTX1080-O8G-GAMING (90YV09M1-M0NM00),OpenGL 4.5,NONE,NONE,GTX 1080,1936,1784,10010,0,799,ASUS ROG GeForce GTX 1080 ROG STRIX-GTX1080-O8G-GAMING (90YV09M1-M0NM00) 8GB 256-Bit GDDR5X PCI Express 3.0 HDCP Ready Video Card,
ASUS,2560,NVIDIA,Single Fan,1 x DVI-D,10/7/2020,NONE,2 x DisplayPort 1.4,NONE,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0b,110.998,PCI Express 3.0,266.7,7680 x 4320,256-Bit,8GB,GDDR5X,TURBO-GTX1080-8G,OpenGL 4.5,SLI Ready,Dual Slot,GTX 1080,1733,1607,10010,1,469.99,ASUS Turbo GeForce GTX 1080 TURBO-GTX1080-8G 8GB 256-Bit GDDR5X PCI Express 3.0 HDCP Ready SLI Support Video Cards,5
ASUS,2560,NVIDIA,Triple Fans,1 x DVI,6/18/2020,DirectX 12,2 x DisplayPort,NONE,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,2 x HDMI,0,PCI Express 3.0 x16,0,7680 x 4320,256-Bit,8GB,GDDR5X,STRIX-GTX1080-A8G-GA,OpenGL 4.5,NONE,NONE,GTX 1080,1835,1695,0,0,585,Asus Geforce GTX 1080 8GB STRIX Overclocked Video Card STRIX-GTX1080-A8G-GAMING,
ASUS,NONE,NONE,NONE,NONE,11/13/2018,NONE,NONE,NONE,NONE,NONE,NONE,0,NONE,0,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GTX 1080,0,0,0,0,745,ASUS ROG GeForce GTX 1080 Ti DirectX 12 STRIX-GTX1080TI-11G-GAMING 11GB 352-Bit GDDR5X HDCP Ready SLI Support Video Card,
ASUS,NONE,NONE,Single Fan,NONE,12/10/2018,NONE,NONE,NONE,NONE,NONE,NONE,0,NONE,0,NONE,NONE,11GB,NONE,NONE,NONE,NONE,NONE,GTX 1080,0,0,0,671,759,ASUS GeForce GTX 1080 Ti TURBO-GTX1080TI-11G 11GB 352-Bit GDDR5X PCI Express 3.0 HDCP Ready SLI Support DirectX 12 Video Graphics Gaming Card OEM BULK PACK => NO ACCESSORIES!,
ASUS,3584,NVIDIA,Single Fan,NONE,1/25/2019,DirectX 12,2 x DisplayPort 1.4,NONE,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0,111.252,PCI Express 3.0,266.7,7680 x 4320,352-Bit,11GB,GDDR5X,TURBO-GTX1080TI-11G,OpenGL 4.4,2-Way SLI,Dual Slot,GTX 1080,1582,1480,11010,0,859,ASUS GeForce GTX 1080 11GB Turbo Edition VR Ready 5K Gaming HDMI Graphics Card,
